url;identificador;locale;send;foto;nombre;telefono;fax;correo-electronico;web;horario;descripcion;direccion;localizacion;categorias
http://www.gijon.es/directorios/show/699-farmacia-miguel-rubio-lopez;699;es;fecha-actualizacion2014-01-22 12:02:39 +0100;http://www.gijon.es/data/images/f6/6620/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Miguel Rubio López;985 370 739;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;C/Ezcurdia, 55;43.538236 -5.649832;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/698-farmacia-mercedes-cepeda-saez;698;es;fecha-actualizacion2014-01-22 12:02:39 +0100;http://www.gijon.es/data/images/f6/6619/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Mercedes Cepeda Saez;985 309 347;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.; ;C/Andes, 40;43.537664 -5.697076;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/697-farmacia-menendez-antolin-c-b;697;es;fecha-actualizacion2014-01-22 12:02:39 +0100;http://www.gijon.es/data/images/f6/6618/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Menéndez Antolín C.B.;985 341 954;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.; ;C/Moros, 2;43.542002 -5.663506;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/696-farmacia-mazoy;696;es;fecha-actualizacion2014-01-22 12:02:39 +0100;http://www.gijon.es/data/images/f6/6617/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Mazoy;985 152 191;985 386 553;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.; ;Ctra. Obispo, 59;43.521893 -5.665399;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/695-farmacia-matilda-bermajo-mujica;695;es;fecha-actualizacion2014-01-22 12:02:39 +0100;http://www.gijon.es/data/images/f6/6616/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Matilda Bermajo Mújica;985 341 115;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.; ;C/Corrida, 39;43.541184 -5.663742;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/694-farmacia-marina-alejandra-diaz-rodriguez;694;es;fecha-actualizacion2014-01-22 12:02:39 +0100;http://www.gijon.es/data/images/f6/6615/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Marina Alejandra Diaz Rodríguez;985 140 891;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;Farmacia  Marina Alejandra Díaz Rodríguez - C/Velázquez,7;43.522761 -5.678161;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/693-farmacia-maria-dolores-bueno-boxo;693;es;fecha-actualizacion2014-01-22 12:02:39 +0100;http://www.gijon.es/data/images/f6/6614/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia María Dolores Bueno Boxo;985 381 477;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.; ;C/Orán, 23;43.528826 -5.678596;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/692-farmacia-maria-silvia-alvarez-sala-de-faes;692;es;fecha-actualizacion2014-01-22 12:02:39 +0100;http://www.gijon.es/data/images/f6/6613/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia María Silvia Álvarez Sala - De Faes;985 386 431;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;Avda. Schultz, 79;43.531666 -5.665987;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/691-farmacia-maria-pilar-menendez-alonso;691;es;fecha-actualizacion2014-01-22 12:02:39 +0100;http://www.gijon.es/data/images/f6/6612/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia María Pilar Menéndez Alonso;985 310 961;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.; ;Farmacia María Piular Menéndez Alonso - C/Dos de Mayo, 26;43.538664 -5.68565;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/690-farmacia-maria-nieves-rio-cifuentes;690;es;fecha-actualizacion2014-01-22 12:02:39 +0100;http://www.gijon.es/data/images/f6/6611/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia María Nieves Rio Cifuentes;985 344 607;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.; ;C/Carmen, 4;43.54173 -5.666094;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/689-farmacia-maria-luisa-blanco-suarez;689;es;fecha-actualizacion2014-01-22 12:02:39 +0100;http://www.gijon.es/data/images/f6/6610/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia María Luisa Blanco Suárez;985 374 513;985 374 513;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.; ;C/Quevedo, 28;43.531411 -5.652788;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/688-farmacia-maria-del-carmen-represa-suarez;688;es;fecha-actualizacion2014-01-22 12:02:39 +0100;http://www.gijon.es/data/images/f6/6609/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia María del Carmen Represa Suárez;985 368 325;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;Famacia María del Carmen Represa Suárez - C/Manso, 3;43.539846 -5.649376;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/687-farmacia-maria-del-carmen-eijo-riego;687;es;fecha-actualizacion2014-01-22 12:02:38 +0100;http://www.gijon.es/data/images/f6/6608/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia María del Carmen Eijo Riego;985 383 784;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;C/Mon, 28;43.521959 -5.669535;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/686-farmacia-margarita-y-raquel-rodriguez-c-b;686;es;fecha-actualizacion2014-01-22 12:02:38 +0100;http://www.gijon.es/data/images/f6/6607/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Margarita y Raquel Rodríguez C.B.;985 389 553;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;C/Roncal, 19;43.527214 -5.66872;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/685-farmacia-margarita-orviz;685;es;fecha-actualizacion2014-01-22 12:02:38 +0100;http://www.gijon.es/data/images/f6/6606/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Margarita Orviz;985 371 750;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;Avda. de Pablo Iglesias, 29;43.535981 -5.65624;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/684-farmacia-m-milagros-fernandez;684;es;fecha-actualizacion2014-01-22 12:02:38 +0100;http://www.gijon.es/data/images/f6/6605/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Mª Milagros Fernández;985 326 287;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;C/Rosalía de Castro, 7;43.538191 -5.690245;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/683-farmacia-m-luisa-braga-blanco;683;es;fecha-actualizacion2014-01-22 12:02:38 +0100;http://www.gijon.es/data/images/f6/6604/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Mª Luisa Braga Blanco;985 384 412;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;Productos: Fórmulas magistrales, Anáslisis clinicos, zapatos, medias.;C/Alonso de Ojeda, 16;43.530993 -5.668446;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/682-farmacia-m-ines-alvarez-alvarez;682;es;fecha-actualizacion2014-01-22 12:02:38 +0100;http://www.gijon.es/data/images/f6/6603/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Mª Inés Álvarez Álvarez;985 311 481;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;Productos: Fórmulas magistrales, Plantas medicinales, cósmeticos.;Ctra. Obispo, 21;43.523628 -5.667143;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/681-farmacia-luisa-maria-diez-sanchez;681;es;fecha-actualizacion2014-01-22 12:02:38 +0100;http://www.gijon.es/data/images/f6/6602/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Luisa María Diez Sánchez;985 398 130;985 990 339;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;Farmacia  Luisa María Díez Sánchez - C/Puerto Ventana, 14;43.531852 -5.674181;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/680-farmacia-los-campos;680;es;fecha-actualizacion2014-01-22 12:02:38 +0100;http://www.gijon.es/data/images/f6/6601/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Los Campos;985 367 336;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;Avda. de La Costa, 95;43.537486 -5.651945;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/679-farmacia-ldo-de-viana-cardenas-garcia-berna;679;es;fecha-actualizacion2014-01-22 12:02:38 +0100;http://www.gijon.es/data/images/f6/6600/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Ldo. de Viana - Cárdenas García - Berna;985 326 309;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;Camino Rubín (Urb. El Lauredal-Jove), 1;43.538563 -5.706507;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/678-farmacia-ldo-pedro-luances;678;es;fecha-actualizacion2014-01-22 12:02:38 +0100;http://www.gijon.es/data/images/f6/6599/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Ldo. Pedro Luances;985 342 861;985 350 308;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;C/José las Clotas, 3;43.538973 -5.66339;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/677-farmacia-ldo-miguel-manuel-martinez-blanco;677;es;fecha-actualizacion2014-01-22 12:02:38 +0100;http://www.gijon.es/data/images/f6/6598/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Ldo. Miguel Manuel Martínez Blanco;985 345 526;985 352 623;farmacastillo@telefonica.net;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;Famacia Ldo. Miguel Manuel Martínez Blanco - C/Corrida, 24;43.541557 -5.664018;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/676-farmacia-ldo-german-lopez;676;es;fecha-actualizacion2014-01-22 12:02:38 +0100;http://www.gijon.es/data/images/f6/6597/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Ldo. Germán López;985 384 498;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;Productos: Plantas medicinales, Fórmulas magistrales, cósmeticos.;C/Monsacro, 26;43.526421 -5.683606;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/675-farmacia-ldo-fernando-verges;675;es;fecha-actualizacion2014-01-22 12:02:38 +0100;http://www.gijon.es/data/images/f6/6596/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Ldo. Fernando Verges;985 342 147;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;Plaza Instituto, 1;43.541648 -5.661352;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/674-farmacia-ldo-angel-alemany-garcia;674;es;fecha-actualizacion2014-01-22 12:02:38 +0100;http://www.gijon.es/data/images/f6/6595/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Ldo. Ángel Alemany García;985 363 514;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;Farmacia Ld. Ángel Alemany García - Avda. de la Costa, 74;43.537505 -5.658233;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/673-farmacia-lda-tomasa-garcia;673;es;fecha-actualizacion2014-01-22 12:02:38 +0100;http://www.gijon.es/data/images/f6/6594/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Lda. Tomasa García;985 387 252;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;Avda. Gaspar García Laviana, 1;43.526011 -5.670187;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/672-farmacia-lda-miriam-guais;672;es;fecha-actualizacion2014-01-22 12:02:38 +0100;http://www.gijon.es/data/images/f6/6593/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Lda. Miriam Guais;985 359 652;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;C/Carlos Marx, 8;43.534376 -5.670817;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/671-farmacia-lda-matilde-nunez;671;es;fecha-actualizacion2014-01-22 12:02:38 +0100;http://www.gijon.es/data/images/f6/6592/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Lda. Matilde Nuñez;985 393 229;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;C/Laviana, 9;43.532354 -5.659539;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/670-farmacia-lda-maria-victoria-menendez;670;es;fecha-actualizacion2014-01-22 12:02:38 +0100;http://www.gijon.es/data/images/f6/6591/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Lda. María Victoria Menéndez;985 345 218;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;Avda. de la  Costa, 6;43.537948 -5.66508;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/669-farmacia-lda-maria-teresa-canal-gonzalez;669;es;fecha-actualizacion2014-01-22 12:02:38 +0100;http://www.gijon.es/data/images/f6/6590/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Lda. María Teresa Canal González;985 395 735;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;Marcas: Bayer, Puleva, Indax, DurexProductos: analgésicos,Alcohol,Tiritas,Aspirinas.;Farmaica Lda. Maria Teresa Canal González - C/Sierra del Sueve, 13;43.529311 -5.681643;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/668-farmacia-lda-mari-pilar-ramallal;668;es;fecha-actualizacion2014-01-22 12:02:38 +0100;http://www.gijon.es/data/images/f6/6589/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Lda. Marí Pilar Ramallal;985 136 006;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;Farmacia,ortopedia,veterinaria,Productos: Anáslisis clinicos, Fórmulas magistrales, zapatos ortopédicos.;La Camocha, s/n.;43.487739 -5.651597;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/667-farmacia-lda-maria-del-pilar-fernandez;667;es;fecha-actualizacion2014-01-22 12:02:38 +0100;http://www.gijon.es/data/images/f6/6588/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Lda. María del Pilar Fernández;985 175 143;985 342 746;mpilar-fernandez@recol.es;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;Avda. de Portugal, 15;43.534985 -5.67762;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/666-farmacia-lda-maria-del-carmen-suarez;666;es;fecha-actualizacion2014-01-22 12:02:38 +0100;http://www.gijon.es/data/images/f6/6587/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Lda. María del Carmen Suárez;985 384 370;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;Productos: cósmeticos, Plantas medicinales, Fórmulas magistrales, Anáslisis clinicos.;C/Eleuterio Quintanilla, 63;43.530717 -5.663063;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/665-farmacia-lda-magdalena-bascones-martinez;665;es;fecha-actualizacion2014-01-22 12:02:37 +0100;http://www.gijon.es/data/images/f6/6586/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Lda. Magdalena Bascones Martínez;985 321 923;985 317 353;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;C/Domingo Juliana, 14;43.540491 -5.695773;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/664-farmacia-lda-engracia-blanco;664;es;fecha-actualizacion2014-01-22 12:02:37 +0100;http://www.gijon.es/data/images/f6/6585/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Lda. Engracia Blanco;985 321 474;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;C/Uruguay, 2;43.539251 -5.697586;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/663-farmacia-lda-daniel-romero;663;es;fecha-actualizacion2014-01-22 12:02:37 +0100;http://www.gijon.es/data/images/f6/6584/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Lda. Daniel Romero;985 384 348;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;Avda. de El Llano, 21;43.533993 -5.660335;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/662-farmacia-lda-carolina-isabel-alvarez;662;es;fecha-actualizacion2014-01-22 12:02:37 +0100;http://www.gijon.es/data/images/f6/6583/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Lda. Carolina Isabel Álvarez;985 350 761;;fciacalvarez@yahoo.es;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;Farmacia y OrtopediaProductos: zapatos ortopédicos.;C/Adaro, 1;43.535922 -5.668862;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/661-farmacia-lda-carmen-pena;661;es;fecha-actualizacion2014-01-22 12:02:37 +0100;http://www.gijon.es/data/images/f6/6582/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Lda. Carmen Peña;985 345 992;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;Avda. Constitución, 20;43.536401 -5.666757;Farmacias, 2010, Gijón
http://www.gijon.es/directorios/show/660-farmacia-lda-beatriz-morana;660;es;fecha-actualizacion2014-01-22 12:02:37 +0100;http://www.gijon.es/data/images/f6/6581/150x178_v1_DirectorioFarmacias_ParafarmaciasFarmacia1.jpg;Farmacia Lda. Beatriz Moraña;985 363 169;;;;Lunes a Viernes:9:30-13:30h. y 16:15-19:30h.(Veranos 16:45-20:00h.) Sábados:9:45-13:30h.;;C/Playa, 18;43.540021 -5.653831;Farmacias, 2010, Gijón
